1.960000 	 0.005939 
1.960000 	 0.005939 
1.960000 	 0.005939 
2.013500 	 0.006102 
2.116500 	 0.006414 
2.248500 	 0.006814 
2.336500 	 0.007080 
2.463500 	 0.007465 
2.615000 	 0.007924 
2.737000 	 0.008294 
2.908000 	 0.008812 
3.045000 	 0.009227 
3.167000 	 0.009597 
3.240500 	 0.009805 
3.304000 	 0.009938 
3.397000 	 0.010086 
3.450500 	 0.010145 
3.553500 	 0.010250 
3.621500 	 0.010308 
3.680500 	 0.010338 
3.768500 	 0.010383 
3.856500 	 0.010442 
3.944500 	 0.010486 
3.983500 	 0.010502 
4.096000 	 0.010545 
4.179000 	 0.010576 
4.296000 	 0.010648 
4.394000 	 0.010664 
4.501500 	 0.010723 
4.599000 	 0.010738 
4.716500 	 0.010768 
4.843500 	 0.010812 
4.961000 	 0.010856 
5.000000 	 0.010635 
5.000000 	 0.010235 
5.000000 	 0.009968 
5.000000 	 0.009671 
5.000000 	 0.009612 
5.000000 	 0.010294 
