1.393000 	 0.004221 
1.393000 	 0.004221 
1.422500 	 0.004311 
1.393000 	 0.004221 
1.461500 	 0.004429 
1.603000 	 0.004858 
1.710500 	 0.005168 
1.798500 	 0.005347 
1.935500 	 0.005642 
2.028500 	 0.005747 
2.028500 	 0.005598 
2.175000 	 0.005880 
2.209000 	 0.005850 
2.297000 	 0.005894 
2.351000 	 0.005776 
2.463500 	 0.006014 
2.532000 	 0.006029 
2.605000 	 0.006042 
2.649000 	 0.005998 
2.712500 	 0.006012 
2.737000 	 0.006073 
2.791000 	 0.005970 
2.869000 	 0.005806 
2.932500 	 0.005806 
3.054500 	 0.006176 
3.123000 	 0.006265 
3.201500 	 0.006177 
3.226000 	 0.005836 
3.377500 	 0.006206 
3.445500 	 0.006368 
3.489500 	 0.006191 
3.592500 	 0.006280 
3.607000 	 0.006014 
3.734000 	 0.006532 
3.817000 	 0.006545 
3.861000 	 0.006250 
3.993000 	 0.006235 
4.012500 	 0.006145 
4.218000 	 0.006339 
4.286500 	 0.006176 
4.335500 	 0.005998 
4.599000 	 0.006086 
4.829000 	 0.006488 
5.000000 	 0.006309 
5.000000 	 0.005480 
