1.867000 	 0.005658 
1.862000 	 0.005642 
1.891500 	 0.005732 
1.984500 	 0.006014 
2.077000 	 0.006294 
2.175000 	 0.006591 
2.321500 	 0.007035 
2.434000 	 0.007376 
2.532000 	 0.007673 
2.649000 	 0.007983 
2.756500 	 0.008176 
2.815000 	 0.008248 
2.927500 	 0.008382 
3.011000 	 0.008458 
3.098500 	 0.008530 
3.186500 	 0.008589 
3.279500 	 0.008664 
3.358000 	 0.008694 
3.416500 	 0.008739 
3.489500 	 0.008782 
3.533500 	 0.008782 
3.626500 	 0.008842 
3.719500 	 0.008886 
3.812500 	 0.008932 
3.900500 	 0.008961 
3.998000 	 0.008976 
4.061500 	 0.009005 
4.159500 	 0.009050 
4.271500 	 0.009092 
4.374500 	 0.009124 
4.491500 	 0.009167 
4.579500 	 0.009197 
4.687000 	 0.009212 
4.794500 	 0.009256 
4.912000 	 0.009271 
5.000000 	 0.009035 
5.000000 	 0.008694 
5.000000 	 0.008176 
